thr,alpha,gate,taken_trades,total_pnl,max_drawdown,hit_rate,profit_factor
0.42000000000000004,3.0,0.03,201295,14008593.821114138,-85889.80459660664,0.8583571375344643,39.999050326283864
0.42000000000000004,3.0,0.05,187588,14008355.208135426,-85888.29773996025,0.8866452011855769,40.002494768764755
0.42500000000000004,0.75,0.0,218837,19602482.490441717,-190306.90524477512,0.8354345928704926,22.683695892971375
0.42500000000000004,0.75,0.005,215483,19600656.0725684,-190306.90524477512,0.8400616289916142,22.698337060211518
0.42500000000000004,0.75,0.01,212296,19594737.92206452,-190306.90524477512,0.844518973508686,22.70194654616778
0.42500000000000004,0.75,0.02,204982,19583888.96443102,-185882.88957937062,0.8534554253544213,22.90523077699971
0.42500000000000004,0.75,0.03,197817,19553757.787986953,-185882.88957937062,0.8647992841869,22.958065645630356
0.42500000000000004,0.75,0.05,184674,19472968.716063157,-185496.0774722807,0.8927840410669612,23.200407395428684
0.42500000000000004,1.0,0.0,218837,18496066.310508095,-166183.31911950186,0.8354345928704926,24.942570807778022
0.42500000000000004,1.0,0.005,215483,18495591.475878835,-166183.31911950186,0.8400616289916142,24.947957489589584
0.42500000000000004,1.0,0.01,212296,18493606.639521085,-166183.31911950186,0.844518973508686,24.949851593810088
0.42500000000000004,1.0,0.02,204982,18489201.932433642,-164526.4604306817,0.8534554253544213,25.052455528142985
0.42500000000000004,1.0,0.03,197817,18475503.44178497,-164526.4604306817,0.8647992841869,25.085034252210477
0.42500000000000004,1.0,0.05,184674,18433758.93535149,-164324.63327633217,0.8927840410669612,25.249666323887606
0.42500000000000004,1.25,0.0,218837,17605366.54800376,-147952.4401555322,0.8354345928704926,27.10363477600915
0.42500000000000004,1.25,0.005,215483,17605240.94566945,-147952.4401555322,0.8400616289916142,27.105554755605894
0.42500000000000004,1.25,0.01,212296,17604574.035517156,-147952.4401555322,0.844518973508686,27.10646629608046
0.42500000000000004,1.25,0.02,204982,17602782.580543593,-147331.90235570446,0.8534554253544213,27.156803605175778
0.42500000000000004,1.25,0.03,197817,17596549.294924416,-147331.90235570446,0.8647992841869,27.176138360446203
0.42500000000000004,1.25,0.05,184674,17574954.622399673,-147226.59489638172,0.8927840410669612,27.284693118939426
0.42500000000000004,1.5,0.0,218837,16863586.96331839,-133529.91399183124,0.8354345928704926,29.18039002607378
0.42500000000000004,1.5,0.005,215483,16863553.2397644,-133529.91399183124,0.8400616289916142,29.181058153503454
0.42500000000000004,1.5,0.01,212296,16863328.741739452,-133529.91399183124,0.844518973508686,29.181472963700514
0.42500000000000004,1.5,0.02,204982,16862598.888401445,-133297.49820598587,0.8534554253544213,29.20562846841018
0.42500000000000004,1.5,0.03,197817,16859760.002066784,-133297.49820598587,0.8647992841869,29.21675857434255
0.42500000000000004,1.5,0.05,184674,16848576.359893862,-133242.55187815055,0.8927840410669612,29.286573388970133
0.42500000000000004,2.0,0.0,218837,15674910.231100809,-112001.05699751526,0.8354345928704926,33.11400149227612
0.42500000000000004,2.0,0.005,215483,15674907.707407199,-112001.05699751526,0.8400616289916142,33.114078247554154
